N_ch N_D N_Ds N_K
20 0 0 2
13 0 0 1
16 0 0 3
24 0 0 1
21 0 0 0
16 0 0 3
22 0 0 3
17 0 0 3
16 0 0 1
24 0 0 4
16 0 0 3
19 0 0 0
23 0 0 0
38 0 0 0
26 0 0 1
15 0 0 1
10 0 0 2
5 0 0 3
21 0 0 2
28 0 0 6
48 0 0 3
68 0 0 6
39 0 0 8
14 0 0 1
24 0 0 0
13 0 0 2
16 0 0 0
9 0 0 2
27 0 0 1
28 0 0 2
15 0 0 2
26 0 0 2
29 0 0 3
16 0 0 0
42 0 0 1
12 0 0 0
20 0 0 3
17 0 0 2
16 0 0 3
23 0 0 5
22 0 0 0
15 0 0 4
39 0 0 4
23 0 0 1
10 0 0 0
34 0 0 2
23 0 0 0
19 0 0 2
51 0 0 9
16 0 0 0
18 0 0 1
20 0 0 1
19 0 0 3
19 0 0 1
28 0 0 4
17 0 0 0
26 0 0 3
15 0 0 1
19 0 0 2
51 0 0 5
23 0 0 1
20 0 0 1
12 0 0 1
33 0 0 5
13 0 0 0
64 0 0 4
22 0 0 0
19 0 0 1
24 0 0 2
20 0 0 2
25 0 0 4
49 0 0 4
120 0 0 6
27 0 0 1
11 0 0 1
47 0 0 8
15 0 0 1
15 0 0 1
23 0 0 4
24 0 0 2
24 0 0 2
15 0 0 2
17 0 0 2
28 0 0 3
13 0 0 2
19 0 0 0
19 0 0 2
18 0 0 2
23 0 0 3
16 0 0 3
22 0 0 2
33 0 0 4
17 0 0 2
21 0 0 2
14 0 0 0
22 0 0 4
21 0 0 3
16 0 0 1
14 0 0 0
16 0 0 1
20 0 0 1
20 0 0 2
106 0 0 15
12 0 0 2
16 0 0 1
27 0 0 2
16 0 0 2
20 0 0 3
22 0 0 0
12 0 0 2
18 0 0 2
8 0 0 0
18 0 0 0
33 0 0 0
11 0 0 3
9 0 0 0
20 0 0 3
18 0 0 3
14 0 0 0
7 0 0 0
9 0 0 0
9 0 0 2
15 0 0 0
20 0 0 9
22 0 0 1
25 0 0 1
23 0 0 2
17 0 0 1
26 0 0 1
26 0 0 3
18 0 0 2
47 0 0 2
25 0 0 0
21 0 0 5
24 0 0 1
21 0 0 3
21 0 0 0
23 0 0 0
18 0 0 4
22 0 0 2
17 0 0 2
18 0 0 0
18 0 0 0
68 0 0 1
8 0 0 1
42 0 0 4
25 0 0 2
21 0 0 0
16 0 0 1
19 0 0 1
18 0 0 1
29 0 0 3
22 0 0 0
16 0 0 0
23 0 0 2
67 0 0 4
12 0 0 1
9 0 0 0
15 0 0 2
29 0 0 1
7 0 0 0
22 0 0 2
15 0 0 2
18 0 0 2
30 0 0 2
18 0 0 1
23 0 0 0
18 0 0 0
21 0 0 2
65 0 0 7
12 0 0 3
22 0 0 0
22 0 0 3
15 0 0 2
24 0 0 4
23 0 0 0
13 0 0 0
20 0 0 1
21 0 0 0
28 0 0 5
23 0 0 4
14 0 0 2
10 0 0 1
19 0 0 0
17 0 0 1
15 0 0 3
20 0 0 2
16 0 0 1
17 0 0 2
22 0 0 3
15 0 0 2
21 0 0 3
14 0 0 0
17 0 0 1
15 0 0 4
15 0 0 0
36 0 0 2
28 0 0 3
19 0 0 2
12 0 0 2
11 0 0 0
22 0 0 4
19 0 0 2
27 0 0 2
27 0 0 0
17 0 0 1
19 0 0 1
18 0 0 0
16 0 0 1
22 0 0 3
21 0 0 1
15 0 0 2
16 0 0 0
23 0 0 1
17 0 0 3
19 0 0 2
13 0 0 2
15 0 0 0
27 0 0 8
31 0 0 1
16 0 0 1
28 0 0 2
25 0 0 1
15 0 0 1
15 0 0 0
13 0 0 1
29 0 0 4
11 0 0 2
17 0 0 1
19 0 0 1
21 0 0 2
19 0 0 1
14 0 0 3
17 0 0 2
44 0 0 4
18 0 0 1
13 0 0 0
17 0 0 0
22 0 0 5
25 0 0 1
20 0 0 3
15 0 0 0
38 0 0 4
44 0 0 4
14 0 0 0
22 0 0 2
23 0 0 2
24 0 0 5
21 0 0 1
12 0 0 0
12 0 0 0
15 0 0 1
20 0 0 1
14 0 0 1
26 0 0 2
21 0 0 1
24 0 0 2
52 1 0 3
23 0 0 3
14 0 0 0
16 0 0 1
18 0 0 0
24 0 0 3
20 1 0 1
17 0 0 3
19 0 0 0
25 0 0 2
11 0 0 0
15 0 0 1
13 0 0 0
13 0 0 2
24 0 0 4
18 0 0 3
10 0 0 2
21 0 0 3
18 0 0 2
17 0 0 2
23 0 0 5
9 0 0 2
18 0 0 1
19 0 0 2
19 0 0 1
45 0 0 7
19 0 0 1
17 0 0 3
24 0 0 2
38 0 0 3
19 0 0 5
75 0 0 1
14 0 0 1
19 0 0 0
23 0 0 0
19 0 0 1
25 0 0 2
19 0 0 1
25 0 0 0
14 0 0 1
15 0 0 2
39 0 0 0
19 0 0 1
18 0 0 0
21 0 0 3
25 0 0 0
34 0 0 4
13 0 0 1
23 0 0 1
10 0 0 3
22 0 0 3
12 0 0 3
14 0 0 2
11 0 0 4
13 0 0 2
11 0 0 0
6 0 0 0
24 0 0 1
25 0 0 3
15 0 0 0
22 0 0 0
20 0 0 1
100 0 0 5
26 0 0 2
16 0 0 2
27 0 0 2
23 0 0 1
19 0 0 1
35 0 0 1
19 0 0 1
18 0 0 1
22 0 0 0
18 0 0 3
9 0 0 0
26 0 0 0
27 0 0 4
11 0 0 1
22 0 0 0
12 0 0 0
30 0 0 4
29 0 0 4
13 0 0 0
21 0 0 3
20 0 0 2
19 0 0 2
27 0 0 1
16 0 0 3
21 0 0 2
16 0 0 4
21 0 0 0
13 0 0 2
24 0 0 2
22 0 0 1
24 0 0 3
18 0 0 1
22 0 0 1
29 0 0 1
27 0 0 1
13 0 0 3
18 0 0 2
13 0 0 1
34 0 0 4
32 0 0 2
77 0 0 12
20 0 0 0
23 0 0 4
20 0 0 2
41 0 0 4
92 0 0 2
22 0 0 1
27 0 0 3
17 0 0 1
58 0 0 10
20 0 0 3
21 0 0 5
36 0 0 3
24 0 0 2
19 0 0 1
9 0 0 1
21 0 0 1
41 0 0 3
18 0 0 1
44 0 0 2
14 0 0 2
17 0 0 1
13 0 0 5
20 0 0 2
20 0 0 3
16 0 0 3
14 0 0 3
25 0 0 3
18 0 0 1
23 0 0 4
20 0 0 4
17 0 0 0
20 0 0 0
17 0 0 3
18 0 0 2
36 0 0 1
16 0 0 0
14 0 0 3
14 0 0 2
93 0 0 7
21 0 0 0
16 0 0 2
81 0 0 7
18 0 0 2
17 0 0 0
20 0 0 2
34 0 0 2
19 0 0 2
27 0 0 4
23 0 0 4
26 0 0 0
14 0 0 1
31 0 0 8
15 0 0 0
53 0 0 6
18 0 0 1
16 0 0 1
20 0 0 2
17 0 0 0
20 0 0 0
19 0 0 3
21 0 0 2
25 0 0 3
20 0 0 3
65 0 0 8
16 0 0 2
19 0 0 2
15 0 0 0
12 0 0 2
32 0 0 3
26 0 0 4
24 0 0 2
38 0 0 6
18 0 0 0
27 0 0 0
99 0 1 12
21 0 0 3
14 0 0 2
29 0 0 4
16 0 0 1
25 0 0 3
13 0 0 0
19 0 0 7
11 0 0 0
92 0 0 12
23 0 0 1
14 0 0 1
61 0 0 5
16 0 0 0
17 0 0 0
11 0 0 1
27 0 0 3
13 0 0 0
12 0 0 0
23 0 0 3
19 0 0 0
71 0 0 5
25 0 0 2
26 0 0 0
11 0 0 1
21 0 0 0
11 0 0 0
32 0 0 5
29 0 0 1
17 0 0 5
16 0 0 0
8 0 0 2
24 0 0 3
18 0 0 1
28 0 0 0
14 0 0 0
19 0 0 2
24 0 0 1
16 0 0 2
10 0 0 0
16 0 0 0
25 0 0 2
32 0 0 4
17 0 0 0
21 0 0 0
17 0 0 1
19 0 0 2
14 0 0 0
15 0 0 0
55 0 0 9
25 0 0 5
17 0 0 1
28 0 0 2
17 0 0 0
22 0 0 2
9 0 0 2
16 0 0 2
12 0 0 0
22 0 0 2
13 0 0 3
23 0 0 4
18 0 0 3
15 0 0 1
47 0 0 3
15 0 0 0
15 0 0 1
29 0 0 3
21 0 0 4
16 0 0 3
22 0 0 1
18 0 0 1
26 0 0 3
22 0 0 1
21 0 0 2
23 0 0 2
21 0 0 4
19 0 0 0
17 0 0 2
23 0 0 5
23 0 0 2
26 0 0 1
32 0 0 1
15 0 0 2
23 0 0 3
16 0 0 1
13 0 0 0
17 0 0 2
23 0 0 4
13 0 0 0
20 0 0 2
29 0 0 1
23 0 0 2
15 0 0 0
20 0 0 0
38 0 0 3
22 0 0 2
18 0 0 2
11 0 0 0
20 0 0 2
25 0 0 4
19 0 0 2
30 0 0 0
9 0 0 1
