N_ch N_D N_Ds N_K
15 0 0 3
47 0 0 4
120 0 0 8
0 0 0 0
0 0 0 0
26 0 0 1
9 0 0 1
0 0 0 0
107 0 0 11
0 0 0 0
0 0 0 0
37 0 0 7
0 0 0 0
72 0 0 0
9 0 0 0
145 0 0 19
14 0 0 0
0 0 0 0
32 0 0 2
15 0 0 1
0 0 0 0
71 0 0 11
62 0 0 5
3 0 0 0
69 0 0 4
0 0 0 0
0 0 0 0
14 0 0 0
0 0 0 0
0 0 0 0
15 0 0 1
33 0 0 2
48 0 0 2
61 0 0 6
39 0 0 0
0 0 0 0
259 2 0 25
34 0 0 3
196 0 1 23
0 0 0 0
0 0 0 0
0 0 0 0
16 0 0 1
0 0 0 0
28 0 0 1
0 0 0 0
0 0 0 0
44 0 0 7
4 0 0 1
24 0 0 2
0 0 0 0
27 0 0 1
35 0 0 3
77 0 0 10
21 0 0 1
33 0 0 4
74 0 0 1
18 0 0 0
0 0 0 0
49 0 0 2
38 0 0 3
8 0 0 1
0 0 0 0
201 0 0 14
0 0 0 0
0 0 0 0
104 0 0 16
0 0 0 0
0 0 0 0
23 0 0 2
0 0 0 0
0 0 0 0
61 0 0 8
88 1 0 10
0 0 0 0
6 0 0 1
0 0 0 0
50 0 0 4
61 0 0 3
6 0 0 2
148 0 0 15
209 0 0 17
0 0 0 0
0 0 0 0
56 0 0 3
0 0 0 0
34 0 0 6
0 0 0 0
146 0 0 13
0 0 0 0
38 0 0 6
0 0 0 0
0 0 0 0
240 1 2 23
0 0 0 0
32 0 0 2
114 1 0 11
0 0 0 0
41 0 0 4
0 0 0 0
25 0 0 2
153 0 0 14
0 0 0 0
0 0 0 0
14 0 0 0
24 0 0 0
0 0 0 0
0 0 0 0
123 0 0 5
52 0 0 3
113 1 0 14
17 0 0 1
0 0 0 0
105 1 1 14
24 0 0 1
0 0 0 0
24 0 0 1
0 0 0 0
28 0 0 1
109 0 0 14
0 0 0 0
209 0 1 11
13 0 0 0
96 1 1 6
73 0 0 7
7 0 0 0
25 0 0 2
96 0 0 17
47 0 0 5
15 0 0 2
55 0 0 5
85 0 0 9
111 0 0 10
118 1 1 17
1 0 0 0
186 0 0 18
8 0 0 0
0 0 0 0
80 0 0 4
94 0 0 4
44 0 0 2
18 0 0 1
0 0 0 0
47 0 0 6
44 0 0 5
0 0 0 0
0 0 0 0
168 0 0 19
0 0 0 0
0 0 0 0
131 1 0 12
115 0 0 9
13 0 0 2
23 0 0 2
1 0 0 0
0 0 0 0
180 1 0 18
15 0 0 0
0 0 0 0
82 0 0 11
47 0 0 4
29 0 0 5
31 0 0 3
3 0 0 0
140 1 1 16
178 2 0 25
21 0 0 3
0 0 0 0
47 1 0 5
0 0 0 0
37 0 0 4
0 0 0 0
0 0 0 0
99 0 0 11
112 1 1 6
49 0 0 5
0 0 0 0
32 0 0 4
177 0 0 20
23 0 0 0
8 0 0 0
120 0 0 8
0 0 0 0
51 0 0 3
108 0 0 3
0 0 0 0
0 0 0 0
41 0 0 2
37 0 0 1
23 0 0 1
68 0 0 8
0 0 0 0
0 0 0 0
86 0 0 12
48 0 0 6
20 0 0 2
3 0 0 0
0 0 0 0
0 0 0 0
39 0 0 1
35 0 0 1
0 0 0 0
29 0 0 7
68 0 0 1
0 0 0 0
69 0 0 7
26 0 0 5
156 0 0 7
0 0 0 0
39 0 0 4
76 0 0 7
0 0 0 0
37 0 0 5
0 0 0 0
36 0 0 3
0 0 0 0
113 0 0 13
20 0 0 3
163 0 0 22
0 0 0 0
13 0 0 3
0 0 0 0
14 0 0 1
65 0 0 2
30 0 0 2
83 0 0 5
0 0 0 0
41 0 0 7
118 0 0 10
99 0 0 9
18 0 0 2
88 1 1 10
94 0 0 7
29 0 0 3
7 0 0 0
100 0 0 9
65 0 0 11
29 0 0 1
0 0 0 0
0 0 0 0
192 0 0 16
73 0 0 11
0 0 0 0
68 0 0 7
0 0 0 0
2 0 0 0
0 0 0 0
149 0 0 15
34 0 0 5
11 0 0 0
94 0 0 8
105 0 0 9
83 0 0 6
30 0 0 1
39 0 0 4
18 0 0 2
0 0 0 0
98 0 0 13
12 0 0 0
0 0 0 0
25 0 0 1
20 0 0 1
77 0 0 9
17 0 0 1
9 0 0 0
29 0 0 1
9 0 0 0
90 0 0 14
55 0 0 7
28 0 0 2
53 0 0 8
36 0 0 3
29 0 0 7
19 0 0 1
14 0 0 2
66 0 0 8
101 0 0 13
195 1 0 18
113 2 0 10
0 0 0 0
0 0 0 0
90 0 0 9
0 0 0 0
106 0 0 12
51 0 0 3
0 0 0 0
9 0 0 1
208 0 0 17
0 0 0 0
253 0 0 26
20 0 0 1
57 0 0 5
118 0 0 11
122 1 0 14
9 0 0 0
0 0 0 0
27 0 0 2
32 0 0 3
28 0 0 3
59 0 0 2
17 0 0 1
49 0 0 5
24 0 0 0
20 0 0 1
0 0 0 0
155 0 0 12
41 0 0 1
5 0 0 0
28 0 0 1
52 0 0 6
188 1 0 19
0 0 0 0
19 0 0 2
61 0 0 6
19 0 0 1
153 0 0 19
0 0 0 0
16 0 0 4
36 0 0 2
31 0 0 6
26 0 0 0
25 0 0 3
167 0 1 20
38 0 0 3
82 1 0 3
139 0 0 13
37 0 0 3
0 0 0 0
9 0 0 2
26 0 0 3
41 0 0 4
41 0 0 6
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
74 0 0 5
35 0 0 3
143 0 0 10
188 0 0 19
0 0 0 0
0 0 0 0
0 0 0 0
9 0 0 2
161 0 0 14
