N_ch N_D0 N_D N_Ds
69 0 0 0
12 0 0 0
0 0 0 0
0 0 0 0
86 0 0 0
0 0 0 0
31 0 1 0
18 0 0 0
0 0 0 0
0 0 0 0
15 0 0 0
0 0 0 0
0 0 0 0
20 0 0 0
12 0 0 0
33 0 1 0
0 0 0 0
7 0 0 0
8 0 0 0
71 0 1 0
71 0 0 0
11 0 0 0
0 0 0 0
36 0 0 0
64 0 0 0
10 0 0 0
0 0 0 0
71 0 2 0
72 1 2 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
23 0 0 0
13 0 0 0
19 0 0 0
0 0 0 0
17 0 0 0
0 0 0 0
37 0 0 0
41 0 0 0
0 0 0 0
72 0 0 0
0 0 0 0
9 0 0 0
9 0 0 0
57 0 0 0
51 0 0 0
0 0 0 0
40 0 0 0
4 0 0 0
0 0 0 0
15 0 0 0
25 0 0 0
38 1 0 0
0 0 0 0
21 0 0 0
26 0 2 0
2 0 0 0
9 0 0 0
9 0 0 0
6 0 0 0
14 0 0 0
0 0 0 0
0 0 0 0
20 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
92 0 0 0
20 0 0 0
15 0 0 0
0 0 0 0
0 0 0 0
9 0 0 0
12 0 0 0
31 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
11 0 0 0
21 0 0 0
2 0 0 0
12 0 0 0
72 0 0 0
7 0 0 0
15 0 0 0
83 0 0 0
68 0 0 0
24 0 0 0
51 2 0 0
44 0 0 0
0 0 0 0
19 0 0 0
3 0 0 0
0 0 0 0
0 0 0 0
9 0 0 0
65 0 0 0
13 0 0 0
8 0 0 0
0 0 0 0
16 0 0 0
0 0 0 0
0 0 0 0
33 0 0 0
14 0 0 0
80 0 1 0
0 0 0 0
16 0 0 0
0 0 0 0
67 0 0 0
8 0 0 0
0 0 0 0
18 0 0 0
0 0 0 0
18 0 0 0
18 0 0 0
9 0 0 0
157 1 1 0
16 0 0 0
21 0 0 0
47 0 0 0
63 0 0 0
18 0 0 0
61 0 0 0
13 1 0 0
9 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
76 0 0 0
10 0 0 0
17 0 0 0
70 0 0 0
17 0 0 0
84 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
24 0 0 0
0 0 0 0
0 0 0 0
48 0 0 0
29 2 1 1
43 0 1 1
4 0 0 0
51 0 0 0
88 0 0 0
9 0 0 0
58 0 0 0
0 0 0 0
36 0 0 0
19 0 0 0
42 0 0 0
16 0 0 0
16 0 0 0
10 0 0 0
19 0 0 0
9 0 0 0
0 0 0 0
12 0 0 0
9 0 0 0
66 0 0 0
15 0 0 0
0 0 0 0
30 0 0 0
0 0 0 0
20 0 0 0
76 0 0 0
0 0 0 0
6 0 0 0
0 0 0 0
59 0 0 0
62 0 0 0
48 0 0 0
0 0 0 0
65 0 0 0
37 0 0 0
1 0 0 0
96 0 0 0
11 0 0 0
4 0 0 0
41 0 0 0
48 0 0 0
0 0 0 0
0 0 0 0
3 0 0 0
8 0 0 0
3 0 0 0
1 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
25 0 0 0
9 0 0 0
6 0 0 0
0 0 0 0
36 0 0 0
56 0 0 0
0 0 0 0
12 0 0 0
36 0 0 0
6 0 0 0
27 0 0 1
0 0 0 0
26 0 0 0
83 0 1 0
0 0 0 0
0 0 0 0
29 0 0 0
43 0 0 0
0 0 0 0
23 0 0 0
14 0 0 0
40 0 0 1
12 0 0 0
16 0 0 0
0 0 0 0
63 0 0 0
21 0 0 0
20 0 0 0
106 0 0 0
0 0 0 0
37 0 0 0
12 0 0 0
118 0 0 0
33 0 0 0
30 0 0 0
8 0 0 0
6 0 0 0
70 1 0 0
13 0 0 0
12 0 0 0
32 0 0 0
89 0 0 0
37 1 0 1
41 0 0 0
42 0 0 0
0 0 0 0
12 0 0 0
83 0 0 0
0 0 0 0
37 0 0 0
43 0 0 0
11 0 0 0
1 0 0 0
0 0 0 0
62 0 0 0
36 0 0 0
39 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
55 0 0 0
35 0 0 0
23 0 0 0
0 0 0 0
15 0 0 0
0 0 0 0
22 0 0 0
21 0 0 0
70 0 2 0
6 0 0 0
0 0 0 0
7 0 0 0
0 0 0 0
59 2 1 2
94 2 0 1
2 0 0 0
27 0 0 0
8 0 0 0
13 0 0 0
21 0 0 0
49 0 1 0
0 0 0 0
0 0 0 0
10 0 0 0
5 0 0 0
12 0 0 0
0 0 0 0
22 0 0 0
0 0 0 0
101 0 0 0
43 0 0 0
0 0 0 0
57 0 0 0
0 0 0 0
51 0 0 0
57 0 0 1
1 0 0 0
56 0 0 0
0 0 0 0
0 0 0 0
7 0 0 0
0 0 0 0
61 0 0 0
53 0 0 0
57 0 0 0
11 0 0 0
24 0 0 0
14 0 0 0
0 0 0 0
46 0 0 0
0 0 0 0
76 0 0 0
0 0 0 0
75 0 0 0
19 0 0 0
9 0 1 0
40 0 0 0
0 0 0 0
10 0 0 0
32 1 0 0
14 0 0 0
20 0 0 0
6 0 0 0
0 0 0 0
26 0 0 0
7 0 0 0
44 0 0 0
2 0 0 0
15 0 0 0
12 0 0 0
8 0 0 0
13 0 0 0
1 0 0 0
5 0 0 0
0 0 0 0
7 0 0 0
24 0 0 0
72 0 0 0
0 0 0 0
5 0 0 0
50 0 0 0
8 0 0 0
13 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
2 0 0 0
13 0 0 0
72 1 0 1
9 0 0 0
8 0 0 0
62 1 0 2
61 0 0 0
0 0 0 0
23 0 0 0
0 0 0 0
52 0 0 0
4 0 0 0
95 0 0 0
0 0 0 0
66 0 0 0
3 0 0 0
19 0 0 0
0 0 0 0
11 0 0 0
33 0 0 0
11 0 0 0
25 0 0 0
9 0 0 0
27 0 0 0
9 0 0 0
30 0 0 0
54 0 0 0
0 0 0 0
16 0 0 0
32 0 0 0
19 0 0 0
0 0 0 0
86 0 0 0
0 0 0 0
29 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
54 0 0 0
16 0 0 0
13 0 0 0
112 1 0 0
2 0 0 0
0 0 0 0
20 0 1 0
1 0 0 0
0 0 0 0
11 0 0 0
1 0 0 0
0 0 0 0
24 0 0 0
0 0 0 0
92 0 0 0
0 0 0 0
10 0 0 0
29 0 0 0
17 0 0 0
20 0 0 0
1 0 0 0
61 0 0 0
5 0 0 0
17 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
14 0 0 0
34 0 0 0
0 0 0 0
0 0 0 0
6 0 0 0
18 0 0 0
0 0 0 0
18 0 0 0
4 0 0 0
0 0 0 0
1 0 0 0
18 0 1 0
155 0 0 0
22 0 0 0
0 0 0 0
3 0 0 0
60 0 0 0
19 0 0 0
28 0 0 0
97 1 0 0
0 0 0 0
31 0 0 0
41 0 0 0
25 0 0 0
7 0 0 0
57 0 0 0
6 0 0 0
75 0 0 0
10 0 0 0
10 0 0 0
0 0 0 0
74 0 0 0
12 0 0 0
0 0 0 0
0 0 0 0
12 0 0 0
0 0 0 0
0 0 0 0
7 0 0 0
15 0 0 0
9 0 0 0
66 0 0 0
102 0 0 0
78 0 0 0
91 0 0 0
41 0 0 0
36 0 0 0
15 0 0 0
31 0 0 0
12 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
55 0 0 0
15 0 0 0
11 0 0 0
0 0 0 0
2 0 0 0
80 0 0 0
44 0 0 0
26 0 0 0
39 0 0 0
41 0 0 0
37 0 0 0
0 0 0 0
40 0 0 0
8 0 0 0
12 0 0 0
9 0 0 0
2 0 0 0
0 0 0 0
66 0 0 0
8 0 0 0
109 1 0 1
8 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
5 0 0 0
0 0 0 0
6 0 0 0
37 0 0 0
69 0 0 0
38 1 0 0
117 0 0 0
17 0 0 0
12 0 0 0
0 0 0 0
0 0 0 0
68 0 0 0
48 0 0 0
0 0 0 0
0 0 0 0
86 0 1 0
73 0 0 0
25 0 0 0
0 0 0 0
0 0 0 0
5 0 0 0
75 0 0 0
79 0 0 0
0 0 0 0
66 0 0 0
16 0 0 0
0 0 0 0
0 0 0 0
25 0 0 0
48 0 0 0
25 0 0 0
11 0 0 0
96 0 0 0
8 0 0 0
77 0 0 0
0 0 0 0
23 0 0 0
20 0 0 0
18 0 0 0
49 0 0 0
98 0 0 0
66 0 0 0
23 0 0 0
46 1 0 0
0 0 0 0
60 0 0 0
8 0 0 0
0 0 0 0
0 0 0 0
6 0 0 0
64 1 0 0
7 0 0 0
23 0 0 0
4 0 0 0
0 0 0 0
13 0 0 0
21 0 0 0
6 0 0 0
0 0 0 0
10 0 0 0
21 0 0 0
0 0 0 0
2 0 0 0
7 0 0 0
15 0 0 0
34 0 0 0
130 0 0 0
0 0 0 0
17 0 0 0
19 0 1 0
11 0 0 0
42 0 0 0
0 0 0 0
59 0 0 0
0 0 0 0
0 0 0 0
34 0 0 0
19 0 0 0
3 0 0 0
6 0 0 0
0 0 0 0
31 0 0 0
0 0 0 0
60 0 0 0
0 0 0 0
27 0 0 0
0 0 0 0
55 1 0 0
0 0 0 0
0 0 0 0
34 0 0 0
26 0 0 0
15 0 0 0
13 0 0 0
0 0 0 0
0 0 0 0
85 0 0 0
51 0 0 0
45 0 0 0
12 0 0 0
21 0 0 0
3 0 0 0
0 0 0 0
64 2 0 0
27 0 0 0
26 0 0 0
24 0 0 0
28 0 0 0
67 0 0 0
0 0 0 0
67 0 0 0
61 0 0 0
0 0 0 0
23 0 0 0
19 0 0 0
29 0 0 0
62 0 0 0
33 0 0 0
15 0 0 0
133 0 0 1
0 0 0 0
22 0 0 0
0 0 0 0
68 0 0 0
0 0 0 0
0 0 0 0
27 0 0 0
0 0 0 0
0 0 0 0
105 0 0 0
21 0 0 0
152 0 0 0
21 0 0 0
38 0 0 0
9 0 0 0
19 0 0 0
127 3 1 1
21 0 0 0
67 0 0 0
15 0 0 0
11 0 0 0
0 0 0 0
76 1 1 0
2 0 0 0
33 2 0 0
11 0 0 0
0 0 0 0
91 2 3 0
44 0 0 0
43 0 0 0
30 0 0 0
34 0 0 0
7 0 0 0
9 0 0 0
31 0 0 0
0 0 0 0
20 0 0 0
29 0 0 0
4 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
11 0 0 0
24 0 0 0
35 0 0 0
50 0 0 0
29 0 0 0
3 0 0 0
5 0 0 0
18 0 0 0
0 0 0 0
0 0 0 0
51 0 0 0
0 0 0 0
11 0 0 0
10 0 0 0
0 0 0 0
18 0 0 0
14 0 0 0
9 0 0 0
21 0 0 0
16 0 0 0
32 0 0 0
44 1 0 0
0 0 0 0
13 0 0 0
19 0 0 0
4 0 0 0
34 0 0 0
0 0 0 0
0 0 0 0
39 0 0 0
0 0 0 0
7 0 0 0
0 0 0 0
19 0 0 0
0 0 0 0
12 0 0 0
6 0 0 0
43 0 0 0
0 0 0 0
64 0 0 0
25 0 0 0
0 0 0 0
0 0 0 0
5 0 0 0
3 0 0 0
43 0 0 0
92 0 0 0
15 0 0 0
26 0 0 0
30 1 0 0
73 0 0 0
43 0 0 0
16 0 0 0
10 0 0 0
7 0 0 0
26 0 0 0
52 0 0 0
6 0 0 0
79 0 0 0
60 0 0 0
58 0 0 0
20 0 0 0
68 0 0 0
9 0 0 0
113 0 0 0
25 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
10 0 0 0
32 0 0 0
97 0 0 0
26 0 0 0
9 0 0 0
46 0 0 0
23 0 0 0
0 0 0 0
3 0 0 0
0 0 0 0
22 0 0 0
24 0 0 0
35 0 0 0
0 0 0 0
17 0 0 0
29 0 0 0
25 0 0 0
0 0 0 0
13 0 0 0
107 1 0 0
20 0 0 0
25 0 0 0
15 0 0 0
11 0 0 0
0 0 0 0
9 0 0 0
59 0 0 0
13 0 0 0
26 0 0 0
93 1 0 0
13 0 0 0
72 0 0 0
0 0 0 0
16 0 0 0
11 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
13 0 0 0
0 0 0 0
68 0 0 0
12 0 0 0
42 0 0 0
93 0 0 0
6 0 0 0
18 0 0 0
0 0 0 0
12 0 0 0
0 0 0 0
27 0 0 0
0 0 0 0
32 0 0 0
17 0 0 0
10 0 0 0
4 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
14 0 0 0
18 0 0 0
11 0 0 0
38 0 0 0
37 1 0 0
1 0 0 0
21 0 0 0
47 0 0 0
0 0 0 0
3 0 0 0
28 0 0 0
61 0 0 0
0 0 0 0
15 0 0 0
0 0 0 0
0 0 0 0
63 1 0 1
0 0 0 0
0 0 0 0
12 0 0 0
43 0 0 0
2 0 0 0
7 0 0 0
20 0 0 0
23 0 0 0
11 0 0 0
25 0 0 0
0 0 0 0
12 0 0 0
5 0 0 0
21 0 0 0
14 0 0 0
5 0 0 0
12 0 0 0
9 0 0 0
65 0 0 0
8 0 0 0
0 0 0 0
0 0 0 0
10 0 0 0
9 0 0 0
0 0 0 0
61 1 0 0
14 0 0 0
12 0 0 0
106 1 0 0
12 0 0 0
115 0 0 0
24 0 0 0
97 0 0 0
0 0 0 0
18 0 0 0
8 0 0 0
2 0 0 0
12 0 0 0
62 4 0 0
0 0 0 0
39 0 0 0
0 0 0 0
35 0 0 0
70 1 1 0
14 0 0 0
5 0 0 0
0 0 0 0
15 0 0 0
0 0 0 0
7 0 0 0
16 0 0 0
12 0 0 0
121 1 0 1
4 0 0 0
0 0 0 0
25 0 0 0
0 0 0 0
24 0 0 0
33 0 0 0
8 0 0 0
45 0 0 0
6 0 0 0
22 0 0 0
0 0 0 0
60 2 0 0
11 0 0 0
43 0 0 0
73 0 0 0
24 1 0 0
43 0 0 0
0 0 0 0
0 0 0 0
7 0 0 0
8 0 0 0
5 0 0 0
7 0 0 0
84 0 0 0
0 0 0 0
37 0 0 0
0 0 0 0
146 0 0 0
17 0 0 0
38 0 0 0
0 0 0 0
0 0 0 0
12 0 0 0
0 0 0 0
47 1 2 0
18 1 0 0
61 0 1 0
0 0 0 0
17 0 0 0
32 0 0 0
28 0 0 0
20 0 0 0
0 0 0 0
34 0 0 0
0 0 0 0
7 0 0 0
0 0 0 0
4 0 0 0
38 0 0 0
9 0 0 0
11 0 0 0
0 0 0 0
0 0 0 0
13 0 0 0
0 0 0 0
14 0 0 0
24 0 0 0
65 0 0 0
0 0 0 0
0 0 0 0
16 0 0 0
36 0 0 0
115 0 0 0
30 0 0 0
7 0 0 0
10 0 0 0
0 0 0 0
28 0 0 0
20 0 0 0
16 0 0 0
10 0 0 0
12 0 0 0
30 0 0 0
12 0 0 0
15 0 0 0
64 0 0 0
66 0 0 0
0 0 0 0
128 2 0 0
64 0 0 0
0 0 0 0
67 1 0 0
74 0 0 0
0 0 0 0
29 0 0 0
13 0 0 0
6 0 0 0
68 0 0 0
136 0 0 0
6 0 0 0
0 0 0 0
0 0 0 0
10 0 0 0
42 0 0 0
71 0 0 0
97 0 0 0
10 0 0 0
49 0 0 0
3 0 0 0
18 0 0 0
0 0 0 0
43 1 0 0
11 0 0 0
56 0 0 0
61 0 0 0
22 0 0 0
88 0 0 0
30 0 0 0
12 0 0 0
0 0 0 0
4 0 0 0
0 0 0 0
24 0 0 0
37 0 0 0
11 0 0 0
29 0 0 0
0 0 0 0
6 0 0 0
0 0 0 0
28 0 0 0
33 0 0 0
45 0 0 0
7 0 0 0
1 0 0 0
0 0 0 0
2 0 0 0
13 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
29 0 0 0
0 0 0 0
39 0 0 0
3 0 0 0
0 0 0 0
6 0 0 0
7 0 0 0
26 0 0 0
6 0 0 0
17 0 0 0
17 0 0 0
36 0 0 0
60 0 0 0
18 0 0 0
23 0 0 0
25 0 0 0
0 0 0 0
0 0 0 0
5 0 0 0
0 0 0 0
41 0 1 1
23 0 0 0
56 0 0 0
34 0 1 0
0 0 0 0
0 0 0 0
91 0 2 0
33 0 0 0
0 0 0 0
5 0 0 0
24 0 0 0
22 0 0 0
26 0 0 0
0 0 0 0
39 0 0 0
22 0 0 0
51 0 0 0
90 0 0 0
73 0 0 0
0 0 0 0
9 0 0 0
22 0 0 0
0 0 0 0
35 0 0 0
9 0 0 0
60 2 0 0
8 0 0 0
44 0 0 0
0 0 0 0
13 0 0 0
41 0 0 0
56 0 0 0
34 0 1 1
55 0 0 0
35 0 0 0
93 0 0 0
73 0 0 0
23 0 0 0
0 0 0 0
2 0 0 0
0 0 0 0
13 0 0 0
60 1 1 0
38 0 0 0
8 0 0 0
61 0 0 0
58 0 0 0
10 0 0 0
40 0 0 0
0 0 0 0
16 0 0 0
0 0 0 0
0 0 0 0
10 0 0 0
24 0 0 0
10 0 0 0
3 0 0 0
9 0 0 0
52 0 0 0
12 0 0 0
14 0 0 0
193 2 1 1
0 0 0 0
12 0 0 0
13 0 0 0
0 0 0 0
0 0 0 0
120 2 0 0
0 0 0 0
0 0 0 0
1 0 0 0
0 0 0 0
0 0 0 0
9 0 0 0
67 0 0 0
14 0 0 0
18 0 0 0
30 0 0 0
11 0 0 0
0 0 0 0
14 0 0 0
0 0 0 0
45 1 0 0
86 0 1 0
48 0 0 0
22 0 0 0
75 0 0 0
4 0 0 0
9 0 0 0
70 0 0 0
13 0 0 0
15 0 0 0
23 0 0 0
0 0 0 0
5 0 0 0
8 0 0 0
8 0 0 0
11 0 0 0
10 0 0 0
0 0 0 0
5 0 0 0
53 0 0 0
0 0 0 0
15 0 0 0
0 0 0 0
4 0 0 0
51 0 0 0
77 0 0 0
0 0 0 0
38 0 0 0
12 1 0 0
19 0 0 0
60 0 0 0
1 0 0 0
24 0 0 0
91 1 1 0
130 0 0 0
24 0 0 0
16 0 0 0
4 0 0 0
20 0 0 0
74 1 0 0
12 0 0 0
4 0 0 0
4 0 0 0
27 0 0 0
93 0 0 0
1 0 0 0
2 0 0 0
115 0 0 0
8 0 0 0
7 0 0 0
3 0 0 0
32 0 0 0
0 0 0 0
0 0 0 0
26 0 0 0
0 0 0 0
0 0 0 0
10 0 0 0
37 0 0 0
0 0 0 0
45 0 0 0
0 0 0 0
0 0 0 0
7 0 0 0
14 0 0 0
11 0 0 0
3 0 0 0
36 0 1 0
9 0 0 0
0 0 0 0
9 0 0 0
31 0 0 0
0 0 0 0
0 0 0 0
2 0 0 0
0 0 0 0
70 0 0 0
65 1 1 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
14 0 0 0
25 0 0 0
36 0 0 0
0 0 0 0
94 0 0 0
5 0 0 0
11 0 0 0
6 0 0 0
15 0 0 0
0 0 0 0
73 0 0 0
21 0 0 0
10 0 0 0
25 0 0 0
0 0 0 0
0 0 0 0
89 0 0 0
17 0 0 0
18 0 0 0
33 1 1 0
0 0 0 0
50 0 0 0
13 0 0 0
24 0 0 0
96 0 0 0
53 0 0 0
15 0 0 0
95 0 0 0
8 0 0 0
42 0 0 0
0 0 0 0
50 0 0 0
8 0 0 0
9 0 0 0
32 0 0 0
28 0 0 0
0 0 0 0
58 0 0 0
25 1 0 0
58 1 0 0
0 0 0 0
12 0 0 0
6 0 0 0
0 0 0 0
4 0 0 0
0 0 0 0
0 0 0 0
18 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
15 0 0 0
48 0 0 0
23 0 0 0
0 0 0 0
10 0 0 0
35 0 0 0
38 0 0 0
60 0 0 0
0 0 0 0
35 0 0 0
41 0 0 0
8 0 0 0
13 0 0 0
18 0 0 0
0 0 0 0
0 0 0 0
66 0 0 0
4 0 0 0
0 0 0 0
78 1 1 0
0 0 0 0
2 0 0 0
108 1 1 0
76 0 0 1
9 0 0 0
23 0 0 0
0 0 0 0
19 0 0 0
62 0 0 0
0 0 0 0
13 0 0 0
9 0 0 0
0 0 0 0
10 0 0 0
6 0 0 0
20 0 0 0
23 0 0 0
0 0 0 0
17 0 0 0
0 0 0 0
0 0 0 0
18 0 0 0
35 0 0 0
76 1 1 0
0 0 0 0
54 0 0 0
39 0 0 0
38 0 0 0
40 0 0 0
0 0 0 0
63 2 0 0
0 0 0 0
75 0 0 0
0 0 0 0
4 0 0 0
0 0 0 0
37 0 0 0
9 0 0 0
0 0 0 0
0 0 0 0
20 0 0 0
9 0 0 0
0 0 0 0
75 0 0 0
10 0 0 0
6 0 0 0
25 0 0 0
4 0 0 0
15 0 0 0
13 0 0 0
28 0 0 0
12 0 0 0
16 0 0 0
0 0 0 0
12 0 0 0
2 0 0 0
18 0 0 0
21 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
23 0 0 0
35 0 0 0
52 0 0 0
62 1 1 0
0 0 0 0
23 0 0 0
10 0 0 0
19 0 0 0
0 0 0 0
24 0 0 0
61 0 0 0
24 0 0 0
65 0 0 0
56 0 1 0
29 0 0 0
45 0 0 0
48 0 0 0
0 0 0 0
0 0 0 0
68 0 0 0
31 0 0 0
0 0 0 0
48 0 0 0
76 0 0 0
80 0 0 0
90 0 0 0
1 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
97 0 0 0
3 0 0 0
23 0 0 0
47 0 0 0
82 1 0 0
0 0 0 0
4 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
49 0 0 0
25 0 0 0
0 0 0 0
10 0 0 0
60 0 0 0
0 0 0 0
82 0 0 0
0 0 0 0
13 0 0 0
43 0 0 0
47 0 0 1
0 0 0 0
60 0 1 1
0 0 0 0
6 0 0 0
13 0 0 0
47 0 0 0
6 0 0 0
24 0 0 0
91 0 0 0
0 0 0 0
24 0 0 0
14 0 0 0
7 0 0 0
20 0 0 0
15 0 0 0
0 0 0 0
0 0 0 0
22 1 0 0
10 0 0 0
0 0 0 0
3 0 0 0
8 0 0 0
9 0 0 0
0 0 0 0
33 0 0 0
8 0 0 0
21 0 0 0
0 0 0 0
19 0 0 0
14 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
2 0 0 0
0 0 0 0
12 0 0 0
0 0 0 0
39 0 0 0
59 0 0 0
3 0 0 0
34 0 0 0
12 0 0 0
11 0 0 0
5 0 0 0
9 0 0 0
27 0 1 0
8 0 0 0
41 1 1 0
0 0 0 0
0 0 0 0
41 0 0 0
0 0 0 0
0 0 0 0
60 0 0 0
13 0 0 0
60 1 1 0
0 0 0 0
0 0 0 0
8 0 0 0
0 0 0 0
9 0 0 0
0 0 0 0
57 0 0 0
12 0 0 0
0 0 0 0
0 0 0 0
62 0 0 0
48 0 0 0
0 0 0 0
14 0 0 0
26 0 0 0
66 2 0 0
25 0 0 0
0 0 0 0
0 0 0 0
23 0 0 0
0 0 0 0
41 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
9 0 0 0
77 0 0 0
45 0 0 0
27 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
26 0 0 0
81 0 0 0
0 0 0 0
17 0 0 0
28 0 0 0
11 0 0 0
15 0 0 0
0 0 0 0
64 0 0 0
3 0 0 0
46 0 0 0
31 0 0 0
56 0 0 0
10 0 0 0
15 0 0 0
1 0 0 0
35 0 0 0
53 0 0 0
4 0 0 0
6 0 0 0
0 0 0 0
0 0 0 0
10 0 0 0
8 0 0 0
5 0 0 0
6 0 0 0
28 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
12 0 0 0
14 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
7 0 0 0
0 0 0 0
0 0 0 0
13 0 0 0
52 0 0 0
30 0 2 0
8 0 0 0
36 0 0 0
0 0 0 0
4 0 0 0
37 0 0 0
8 0 0 0
22 0 0 0
14 0 0 0
0 0 0 0
14 0 0 0
0 0 0 0
35 0 0 0
34 0 0 0
9 0 0 0
0 0 0 0
23 0 0 0
0 0 0 0
47 0 0 0
0 0 0 0
19 1 0 1
0 0 0 0
16 0 0 0
96 0 0 0
0 0 0 0
7 0 0 0
0 0 0 0
73 0 0 0
0 0 0 0
55 0 0 0
22 0 0 0
0 0 0 0
40 0 0 0
62 1 0 0
11 0 0 0
6 0 0 0
0 0 0 0
11 0 0 0
0 0 0 0
6 0 0 0
0 0 0 0
0 0 0 0
8 0 0 0
0 0 0 0
56 0 0 0
107 0 2 0
0 0 0 0
0 0 0 0
58 0 0 0
5 0 0 0
70 0 0 0
26 0 0 0
97 0 1 0
12 0 0 0
6 0 0 0
43 0 0 0
0 0 0 0
0 0 0 0
9 0 0 0
4 0 0 0
20 0 0 0
0 0 0 0
0 0 0 0
6 0 0 0
13 0 0 0
0 0 0 0
10 0 0 0
0 0 0 0
8 0 0 0
0 0 0 0
5 0 0 0
34 0 0 0
0 0 0 0
57 0 0 0
19 0 0 0
33 0 0 0
0 0 0 0
17 0 0 0
0 0 0 0
35 0 0 0
12 0 0 0
0 0 0 0
33 0 0 0
13 0 1 0
22 0 0 0
0 0 0 0
43 0 0 0
22 0 0 0
4 0 0 0
18 0 0 0
35 0 0 0
31 0 0 0
63 0 0 0
80 0 0 0
0 0 0 0
16 2 0 0
30 0 0 0
0 0 0 0
93 0 0 0
0 0 0 0
99 0 0 0
23 0 0 0
38 0 0 0
36 0 0 0
47 0 0 0
0 0 0 0
0 0 0 0
12 0 0 0
19 0 0 0
6 0 0 0
0 0 0 0
0 0 0 0
