N_ch N_D N_Ds N_K
12 0 0 3
18 0 0 1
12 0 0 1
36 0 0 5
15 0 0 1
17 0 0 0
14 0 0 0
20 0 0 1
22 0 0 0
19 0 0 0
15 0 0 0
14 0 0 0
11 0 0 2
9 0 0 0
22 0 0 2
18 0 0 0
30 0 0 5
36 0 0 6
10 0 0 1
13 0 0 7
15 0 0 2
17 0 0 4
11 0 0 1
25 0 0 0
14 0 0 0
8 0 0 0
15 0 0 2
21 0 0 1
8 0 0 1
41 0 0 3
18 0 0 2
14 0 0 2
20 0 0 0
10 0 0 1
34 0 0 1
14 0 0 3
13 0 0 0
10 0 0 0
11 0 0 0
29 0 0 3
18 0 0 5
23 0 0 3
16 0 0 0
15 0 0 2
10 0 0 0
46 0 0 2
13 0 0 1
10 0 0 0
14 0 0 1
5 0 0 0
13 0 0 0
13 0 0 0
40 0 0 4
16 0 0 3
10 0 0 0
19 0 0 6
15 0 0 0
8 0 0 0
8 0 0 1
15 0 0 0
24 0 0 1
11 0 0 1
31 0 0 1
7 0 0 0
14 0 0 0
8 0 0 0
11 0 0 1
13 0 0 0
21 0 0 1
27 0 0 1
17 0 0 2
12 0 0 4
12 0 0 3
18 0 0 3
17 0 0 1
15 0 0 2
10 0 0 1
16 0 0 1
11 0 0 0
10 0 0 0
27 0 0 1
44 0 0 7
36 0 0 1
13 0 0 1
13 0 0 3
16 0 0 0
12 0 0 1
15 0 0 4
17 0 0 1
13 0 0 3
61 0 0 3
19 0 0 3
6 0 0 0
10 0 0 0
20 0 0 2
53 0 0 1
19 0 0 1
16 0 0 2
25 0 0 4
16 0 0 2
18 0 0 0
20 0 0 2
21 0 0 1
16 0 0 1
28 0 0 2
18 0 0 1
19 0 0 4
7 0 0 1
16 0 0 2
17 0 0 4
42 0 0 6
15 0 0 0
12 0 0 1
60 0 0 3
20 0 0 3
12 0 0 0
19 0 0 0
26 0 0 0
9 0 0 0
7 0 0 3
12 0 0 0
41 0 0 1
15 0 0 4
7 0 0 1
19 0 0 0
17 0 0 2
27 0 0 0
61 0 0 7
18 0 0 2
60 0 0 3
16 0 0 3
11 0 0 1
16 0 0 4
16 0 0 1
25 0 0 1
5 0 0 0
54 0 0 6
18 0 0 0
14 0 0 3
3 0 0 0
14 0 0 4
13 0 0 4
12 0 0 1
14 0 0 2
12 0 0 0
17 0 0 2
10 0 0 1
14 0 0 3
43 0 0 3
12 0 0 0
15 0 0 1
11 0 0 0
15 0 0 2
13 0 0 1
10 0 0 1
9 0 0 0
9 0 0 0
18 0 0 1
6 0 0 0
12 0 0 2
