N_ch N_D N_Ds N_K
22 0 0 4
33 0 0 3
27 0 0 3
47 0 0 5
24 0 0 1
31 0 0 2
22 0 0 1
33 0 0 1
39 0 0 1
35 0 0 1
33 0 0 2
31 0 0 3
22 0 0 3
15 0 0 0
31 0 0 3
36 0 0 1
44 0 0 6
64 0 0 9
17 0 0 1
25 0 0 10
28 0 0 4
32 0 0 5
17 0 0 1
44 0 0 2
23 0 0 0
16 0 0 0
22 0 0 2
27 0 0 2
20 0 0 1
73 0 0 4
28 0 0 3
24 0 0 4
35 0 0 2
20 0 0 1
55 0 0 4
24 0 0 4
23 0 0 1
23 0 0 1
25 0 0 1
51 0 0 5
23 0 0 5
43 0 0 7
31 0 0 2
21 0 0 3
26 0 0 1
86 0 0 6
27 0 0 2
22 0 0 1
28 0 0 2
7 0 0 0
31 0 0 0
18 0 0 0
70 0 0 6
28 0 0 3
26 0 0 0
26 0 0 7
22 0 0 0
30 0 0 1
14 0 0 1
26 0 0 0
45 0 0 1
27 0 0 2
46 0 0 3
12 0 0 1
25 0 0 0
12 0 0 0
23 0 0 1
24 0 0 0
44 0 0 3
43 0 0 1
25 0 0 2
25 0 0 5
21 0 0 3
29 0 0 4
29 0 0 1
29 0 0 2
23 0 0 2
21 0 0 2
20 0 0 0
18 0 0 0
43 0 0 1
61 0 0 7
47 0 0 3
19 0 0 1
16 0 0 3
27 0 0 0
21 0 0 1
25 0 0 5
27 0 0 2
24 0 0 3
94 0 0 3
28 0 0 4
17 0 0 0
25 0 0 0
30 0 0 4
71 0 0 3
30 0 0 3
29 0 0 3
40 0 0 4
24 0 0 5
35 0 0 1
32 0 0 3
43 0 0 3
26 0 0 2
45 0 0 5
29 0 0 1
34 0 0 4
22 0 0 1
28 0 0 2
29 0 0 5
54 0 0 7
25 0 0 2
27 0 0 6
104 0 0 5
28 0 0 3
23 0 0 1
35 0 0 3
39 0 0 0
16 0 0 0
14 0 0 5
25 0 0 3
58 0 0 2
28 0 0 5
18 0 0 2
31 0 0 2
26 0 0 3
47 0 0 5
97 0 0 12
32 0 0 6
102 0 0 9
32 0 0 3
17 0 0 1
29 0 0 4
28 0 0 2
46 0 0 4
10 0 0 1
74 0 0 7
25 0 0 0
28 0 0 5
19 0 0 0
20 0 0 4
26 0 0 6
21 0 0 1
21 0 0 3
22 0 0 0
32 0 0 4
21 0 0 2
22 0 0 4
92 0 0 10
23 0 0 1
25 0 0 3
16 0 0 0
28 0 0 5
18 0 0 1
23 0 0 3
15 0 0 0
14 0 0 0
31 0 0 4
18 0 0 0
19 0 0 3
22 0 0 0
21 0 0 3
62 0 0 11
37 0 0 8
34 0 0 4
29 0 0 0
29 0 0 1
35 0 0 2
25 0 0 3
24 0 0 3
30 0 0 5
25 0 0 0
20 0 0 0
27 0 0 4
16 0 0 1
30 0 0 1
29 0 0 1
25 0 0 7
19 0 0 0
35 0 0 2
47 0 0 7
29 0 0 6
27 0 0 3
28 0 0 4
130 1 0 5
24 0 0 0
24 0 0 1
20 0 0 1
31 0 0 4
9 0 0 0
49 0 0 2
46 0 0 1
24 0 0 3
59 0 0 4
21 0 0 0
21 0 0 1
24 0 0 3
29 0 0 1
66 0 0 4
26 0 0 1
26 0 0 4
38 0 0 4
13 0 0 2
20 0 0 1
27 0 0 4
23 0 0 2
29 0 0 2
30 0 0 0
26 0 0 6
20 0 0 1
23 0 0 2
154 0 0 11
23 0 0 2
26 0 0 2
35 0 0 0
25 0 0 3
28 0 0 3
26 0 0 1
113 0 0 10
36 0 0 4
24 0 0 3
24 0 0 3
30 0 0 3
18 0 0 2
13 0 0 1
31 0 0 2
20 0 0 0
16 0 0 1
23 0 0 0
24 0 0 3
55 2 0 4
27 0 0 2
32 0 0 2
38 0 0 3
241 0 0 20
68 1 1 6
28 0 0 2
29 0 0 2
42 0 0 2
25 0 0 2
25 0 0 2
19 0 0 2
43 0 0 2
24 0 0 3
25 0 0 1
22 0 0 3
20 0 0 1
48 0 0 0
32 0 0 5
26 0 0 1
36 0 0 2
25 0 0 2
26 0 0 5
36 0 0 5
28 0 0 2
21 0 0 2
28 0 0 1
18 0 0 2
45 0 0 0
22 0 0 0
29 0 0 3
30 0 0 4
21 0 0 6
29 0 0 1
36 0 0 4
15 0 0 0
11 0 0 0
30 0 0 2
28 0 0 3
36 0 0 4
66 0 0 12
34 0 0 2
20 0 0 2
39 0 0 1
42 0 0 4
37 0 0 6
30 0 0 2
21 0 0 1
32 0 0 4
13 0 0 1
21 0 0 3
53 0 0 3
77 0 0 10
36 0 0 4
43 0 0 4
26 0 0 4
41 0 0 6
29 0 0 3
28 0 0 5
34 0 0 3
26 0 0 4
69 0 0 10
18 0 0 1
27 0 0 1
18 0 0 0
165 0 0 18
95 1 0 6
14 0 0 2
29 0 0 5
42 0 0 2
22 0 0 0
33 0 0 1
38 0 0 5
25 0 0 5
30 0 0 1
25 0 0 3
27 0 0 2
30 0 0 4
23 0 0 2
36 0 0 2
27 0 0 0
99 0 0 11
39 0 0 5
39 0 0 1
29 0 0 3
35 0 0 4
23 0 0 1
6 0 0 0
23 0 0 1
