N_ch N_D N_Ds N_K
26 0 0 0
20 0 0 6
29 0 0 2
20 0 0 2
20 0 0 2
17 0 0 1
29 0 0 0
24 0 0 1
51 0 0 4
30 0 0 2
34 0 0 2
17 0 0 2
37 0 0 5
18 0 0 2
42 0 0 4
15 0 0 1
25 0 0 1
28 0 0 4
24 0 0 5
22 0 0 2
44 0 0 5
21 0 0 3
33 0 0 4
14 0 0 3
10 0 0 1
30 0 0 2
20 0 0 2
20 0 0 5
18 0 0 0
26 0 0 1
28 0 0 2
28 0 0 2
46 0 0 7
24 0 0 1
34 1 0 3
29 0 0 2
28 0 0 3
22 0 0 1
26 0 0 4
21 0 0 3
21 0 0 1
28 0 0 8
11 0 0 1
27 0 0 2
20 0 0 3
25 0 0 2
26 0 0 1
25 0 0 4
27 0 0 6
19 0 0 1
43 0 0 2
40 0 0 4
23 0 0 6
19 0 0 3
22 0 0 3
28 0 0 3
28 0 0 1
42 0 0 5
37 0 0 6
60 0 0 8
30 0 0 3
16 0 0 1
20 0 0 3
27 0 0 3
25 0 0 2
27 0 0 1
22 0 0 5
55 0 0 2
30 0 0 5
17 0 0 1
25 0 0 1
36 0 0 2
24 0 0 4
8 0 0 1
45 0 0 3
49 0 0 4
30 1 0 0
23 0 0 2
26 0 0 1
18 0 0 2
13 0 0 0
56 0 0 3
35 0 0 2
38 0 0 2
17 0 0 2
22 0 0 2
30 1 0 4
43 0 0 6
18 0 0 2
23 0 0 4
24 0 0 1
10 0 0 1
38 0 0 3
21 0 0 3
42 1 0 4
23 0 0 1
35 0 0 3
20 0 0 1
25 0 0 1
30 0 0 6
40 0 0 4
28 0 0 0
13 0 0 0
21 0 0 0
39 0 0 5
34 0 0 1
41 0 0 6
23 0 0 1
21 0 0 0
14 0 0 0
23 0 0 3
35 0 0 0
27 0 0 4
36 0 0 0
31 0 0 2
33 0 0 7
17 0 0 0
34 0 0 4
14 0 0 1
30 0 0 2
18 0 0 0
25 0 0 0
13 0 0 1
25 0 0 2
38 0 0 1
32 0 0 5
46 0 0 5
26 0 0 2
25 0 0 2
45 0 0 2
40 0 0 5
35 0 0 6
26 0 0 4
23 0 0 1
29 0 0 1
12 0 0 1
20 0 0 0
32 0 0 0
24 0 0 0
9 0 0 2
20 0 0 1
24 0 0 0
18 0 0 4
30 0 0 3
23 0 0 0
42 0 0 5
23 0 1 2
13 0 0 1
10 0 0 3
26 0 0 1
33 0 0 2
34 0 0 2
16 0 0 0
23 0 0 2
23 0 0 2
17 0 0 3
21 0 0 4
24 0 0 0
19 0 0 1
23 0 0 1
20 0 0 3
32 0 0 3
11 0 0 0
53 0 0 6
19 0 0 1
23 0 0 2
23 0 0 0
30 0 0 0
47 0 0 7
29 0 0 3
48 0 0 0
19 0 0 2
35 0 0 3
29 0 0 3
27 0 0 1
20 0 0 2
36 0 0 2
39 0 0 5
23 0 0 0
22 0 0 2
14 0 0 3
21 0 0 3
28 0 0 8
29 0 0 1
29 0 0 1
27 0 0 3
22 0 0 1
35 0 0 6
31 0 0 3
30 0 0 2
27 0 0 2
10 0 0 1
30 0 0 9
39 1 0 2
14 0 0 1
19 0 0 0
36 0 0 4
16 0 0 1
39 1 0 2
18 0 0 5
