N_ch N_D N_Ds N_K
18 0 0 0
14 0 0 3
22 0 0 1
15 0 0 2
16 0 0 1
16 0 0 1
22 0 0 0
15 0 0 1
39 0 0 4
18 0 0 1
26 0 0 2
13 0 0 2
26 0 0 3
15 0 0 1
40 0 0 3
12 0 0 0
19 0 0 1
23 0 0 3
19 0 0 5
14 0 0 1
37 0 0 4
16 0 0 3
22 0 0 2
11 0 0 3
7 0 0 0
21 0 0 0
16 0 0 0
17 0 0 5
9 0 0 0
13 0 0 0
21 0 0 2
21 0 0 2
31 0 0 4
19 0 0 0
26 1 0 3
22 0 0 2
21 0 0 3
15 0 0 0
25 0 0 3
20 0 0 3
16 0 0 1
21 0 0 4
9 0 0 1
21 0 0 0
20 0 0 3
22 0 0 2
23 0 0 1
20 0 0 4
21 0 0 6
13 0 0 1
39 0 0 2
32 0 0 2
13 0 0 2
17 0 0 2
17 0 0 3
23 0 0 2
17 0 0 1
31 0 0 4
27 0 0 2
53 0 0 7
25 0 0 2
11 0 0 0
16 0 0 3
18 0 0 1
21 0 0 2
15 0 0 0
18 0 0 4
39 0 0 1
21 0 0 4
9 0 0 0
19 0 0 0
26 0 0 1
17 0 0 3
6 0 0 1
40 0 0 3
36 0 0 1
26 1 0 0
21 0 0 2
20 0 0 0
13 0 0 2
6 0 0 0
49 0 0 2
26 0 0 2
26 0 0 1
16 0 0 2
16 0 0 2
25 1 0 3
32 0 0 3
11 0 0 1
17 0 0 2
17 0 0 0
5 0 0 0
28 0 0 3
19 0 0 3
28 0 0 2
18 0 0 1
30 0 0 2
14 0 0 1
21 0 0 0
24 0 0 6
29 0 0 2
21 0 0 0
12 0 0 0
15 0 0 0
33 0 0 5
22 0 0 0
33 0 0 6
17 0 0 1
13 0 0 0
12 0 0 0
19 0 0 2
29 0 0 0
20 0 0 4
29 0 0 0
25 0 0 2
30 0 0 5
11 0 0 0
28 0 0 4
12 0 0 1
25 0 0 2
15 0 0 0
19 0 0 0
8 0 0 1
20 0 0 0
24 0 0 1
20 0 0 4
36 0 0 5
16 0 0 2
24 0 0 2
40 0 0 2
24 0 0 4
34 0 0 6
17 0 0 4
19 0 0 1
19 0 0 0
8 0 0 1
14 0 0 0
26 0 0 0
15 0 0 0
8 0 0 2
17 0 0 1
16 0 0 0
11 0 0 3
22 0 0 2
21 0 0 0
35 0 0 5
17 0 0 2
8 0 0 0
7 0 0 1
19 0 0 1
25 0 0 1
30 0 0 1
12 0 0 0
20 0 0 1
14 0 0 1
14 0 0 3
16 0 0 4
17 0 0 0
14 0 0 1
16 0 0 0
14 0 0 3
26 0 0 3
5 0 0 0
44 0 0 4
16 0 0 1
13 0 0 1
19 0 0 0
18 0 0 0
32 0 0 5
25 0 0 3
41 0 0 0
12 0 0 2
31 0 0 2
23 0 0 3
23 0 0 1
15 0 0 1
28 0 0 2
31 0 0 3
20 0 0 0
17 0 0 2
10 0 0 1
17 0 0 3
19 0 0 6
23 0 0 1
22 0 0 1
22 0 0 3
12 0 0 1
30 0 0 4
26 0 0 3
24 0 0 1
20 0 0 2
7 0 0 1
23 0 0 8
28 1 0 2
