N_ch N_D N_Ds N_K
16 0 0 0
11 0 0 1
22 0 0 2
0 0 0 0
5 0 0 0
17 0 0 2
0 0 0 0
17 0 0 0
18 0 0 1
29 0 0 2
10 0 0 2
8 0 0 0
6 0 0 0
16 0 0 3
58 0 0 3
26 0 0 4
1 0 0 0
0 0 0 0
0 0 0 0
13 0 0 0
14 0 0 0
0 0 0 0
19 0 0 0
13 0 0 1
8 0 0 0
17 0 0 0
26 0 0 0
26 0 0 0
15 0 0 1
0 0 0 0
10 0 0 1
71 0 0 6
19 0 0 3
0 0 0 0
41 0 0 0
29 0 0 1
0 0 0 0
47 0 0 4
0 0 0 0
15 0 0 3
13 0 0 1
51 0 0 7
9 0 0 0
45 0 0 2
27 0 0 4
0 0 0 0
19 0 0 1
0 0 0 0
12 0 0 3
0 0 0 0
18 0 0 1
0 0 0 0
11 0 0 0
26 0 0 1
27 0 0 1
0 0 0 0
30 0 0 0
52 0 0 1
13 0 0 1
29 0 0 5
25 0 0 2
2 0 0 0
22 0 0 0
0 0 0 0
0 0 0 0
46 0 0 4
33 0 0 1
37 0 0 3
11 0 0 0
64 0 0 3
14 0 0 3
0 0 0 0
25 0 0 2
0 0 0 0
0 0 0 0
14 0 0 2
27 0 0 6
0 0 0 0
0 0 0 0
0 0 0 0
113 0 0 6
31 0 0 1
43 0 0 1
19 0 0 2
23 0 0 2
0 0 0 0
0 0 0 0
33 0 0 7
43 0 0 3
15 0 0 1
32 0 0 5
47 0 0 5
17 0 0 1
40 0 0 4
25 1 0 2
0 0 0 0
35 0 0 0
9 0 0 0
0 0 0 0
39 0 0 5
16 0 0 0
18 0 0 3
36 0 0 3
62 0 0 2
83 0 0 5
81 0 0 4
36 0 0 3
11 0 0 1
20 0 0 3
61 0 0 5
0 0 0 0
20 0 0 4
28 0 0 3
0 0 0 0
18 0 0 4
0 0 0 0
17 0 0 2
7 0 0 0
0 0 0 0
123 0 0 15
0 0 0 0
58 0 0 8
41 0 0 4
0 0 0 0
29 0 0 0
25 0 0 1
13 0 0 1
0 0 0 0
42 0 0 3
6 0 0 1
23 0 0 2
0 0 0 0
0 0 0 0
15 0 0 0
0 0 0 0
100 0 0 7
45 0 0 3
0 0 0 0
0 0 0 0
20 0 0 1
59 0 0 7
18 0 0 1
0 0 0 0
0 0 0 0
0 0 0 0
47 0 0 4
3 0 0 1
95 0 0 11
48 0 0 5
0 0 0 0
0 0 0 0
15 0 0 2
97 0 0 14
61 0 0 4
0 0 0 0
0 0 0 0
0 0 0 0
39 0 0 2
84 0 0 4
31 0 0 1
83 0 0 8
14 0 0 2
30 0 0 1
46 0 0 2
11 0 0 0
19 0 0 1
9 0 0 2
14 0 0 3
43 0 0 3
14 0 0 2
49 1 0 8
11 0 0 0
14 0 0 2
102 0 0 10
0 0 0 0
12 0 0 0
19 0 0 1
26 0 0 2
14 0 0 4
0 0 0 0
7 0 0 0
12 0 0 2
0 0 0 0
2 0 0 0
25 0 0 2
21 0 0 0
19 0 0 0
18 0 0 1
19 0 0 1
41 0 0 4
37 0 0 4
39 0 0 3
13 0 0 2
55 0 0 4
47 0 0 1
20 0 0 1
25 0 0 2
0 0 0 0
7 0 0 1
0 0 0 0
12 0 0 0
0 0 0 0
48 0 0 3
30 0 0 1
13 0 0 2
10 0 0 1
0 0 0 0
0 0 0 0
0 0 0 0
73 0 0 13
13 0 0 1
0 0 0 0
0 0 0 0
26 0 0 1
16 0 0 0
0 0 0 0
16 0 0 2
19 0 0 2
15 0 0 2
103 0 0 10
0 0 0 0
0 0 0 0
0 0 0 0
10 0 0 0
18 0 0 0
0 0 0 0
13 0 0 0
37 0 0 3
13 0 0 2
9 0 0 2
0 0 0 0
0 0 0 0
82 0 0 9
16 0 0 0
64 0 0 6
0 0 0 0
13 0 0 3
38 0 0 5
22 0 0 4
12 0 0 1
55 0 0 3
0 0 0 0
21 0 1 3
51 0 0 4
15 0 0 1
98 0 0 10
39 0 0 1
39 0 0 8
90 0 0 3
20 0 0 2
0 0 0 0
77 0 0 9
0 0 0 0
23 0 0 0
13 0 0 1
19 0 0 3
0 0 0 0
0 0 0 0
17 0 0 1
61 0 0 6
117 0 0 10
65 0 0 6
12 0 0 1
0 0 0 0
13 0 0 0
13 0 0 1
0 0 0 0
0 0 0 0
62 0 0 3
17 0 0 1
25 0 0 1
42 0 0 2
26 0 0 4
0 0 0 0
44 0 0 0
21 0 0 1
46 0 0 3
0 0 0 0
0 0 0 0
24 0 0 2
69 0 0 6
34 0 0 5
8 0 0 0
23 0 0 2
0 0 0 0
119 0 0 4
18 0 0 2
0 0 0 0
11 0 0 3
13 0 0 1
0 0 0 0
0 0 0 0
19 0 0 0
0 0 0 0
15 0 0 1
31 0 0 2
104 0 0 10
30 0 0 0
15 0 0 1
12 0 0 1
0 0 0 0
75 0 0 12
0 0 0 0
4 0 0 0
37 0 0 5
32 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
86 0 0 12
10 0 0 0
35 0 0 2
0 0 0 0
51 0 0 2
0 0 0 0
0 0 0 0
0 0 0 0
43 0 0 0
11 0 0 0
20 0 0 3
0 0 0 0
49 0 0 1
20 0 0 1
16 0 0 1
0 0 0 0
3 0 0 0
0 0 0 0
3 0 0 0
31 0 0 1
20 0 0 3
22 0 0 0
0 0 0 0
81 0 0 8
113 0 0 9
13 0 0 1
7 0 0 1
20 0 0 3
9 0 0 1
37 0 0 4
0 0 0 0
13 0 0 1
22 0 0 3
